INSTRUMENT,SYMBOL,EXP_DATE,STR_PRICE,OPT_TYPE,OPEN_PRICE,HI_PRICE,LO_PRICE,CLOSE_PRICE,OPEN_INT*,TRD_QTY,NO_OF_CONT,NO_OF_TRADE,NOTION_VAL,PR_VAL,TIMESTAMP
OPTSTK    ,BPCL      ,27-08-2020,480,PE      ,66.4,71.25,66.4,71.25,12600,3600,2,2,1975770,247770,04-08-2020
OPTSTK    ,BPCL      ,27-08-2020,490,CE      ,4.4,4.5,2.65,3.95,129600,79200,44,44,39097710,289710,04-08-2020
OPTSTK    ,BPCL      ,27-08-2020,500,CE      ,3.8,4.1,2.1,3.2,1112400,1227600,682,628,617405310,3605310,04-08-2020
OPTSTK    ,BPCL      ,27-08-2020,500,PE      ,89.8,89.8,89.5,89.5,12600,5400,3,3,3184380,484380,04-08-2020
OPTSTK    ,BPCL      ,27-08-2020,510,CE      ,2.9,2.9,1.8,2.65,79200,45000,25,23,23058720,108720,04-08-2020
OPTSTK    ,BPCL      ,27-08-2020,520,CE      ,2.4,2.7,1.55,2.25,271800,174600,97,95,91138860,346860,04-08-2020
OPTSTK    ,BPCL      ,27-08-2020,530,CE      ,1.6,2.1,1.3,2.1,75600,36000,20,20,19137960,57960,04-08-2020
OPTSTK    ,BPCL      ,27-08-2020,540,CE      ,1.8,1.95,1.1,1.55,334800,196200,109,101,106219710,271710,04-08-2020
OPTSTK    ,BPCL      ,24-09-2020,370,PE      ,8,8,8,8,1800,1800,1,1,680400,14400,04-08-2020
OPTSTK    ,BPCL      ,24-09-2020,380,PE      ,25,25,16.9,16.9,5400,5400,3,3,2164770,112770,04-08-2020
OPTSTK    ,BPCL      ,24-09-2020,400,CE      ,40,40,30.1,30.7,19800,21600,12,12,9328050,688050,04-08-2020
OPTSTK    ,BPCL      ,24-09-2020,400,PE      ,23.4,35.2,23.4,26.4,19800,21600,12,12,9283140,643140,04-08-2020
OPTSTK    ,BPCL      ,24-09-2020,420,CE      ,25,25,25,25,1800,1800,1,1,801000,45000,04-08-2020
OPTSTK    ,BPCL      ,24-09-2020,430,CE      ,20,25,20,25,1800,3600,2,2,1629000,81000,04-08-2020
OPTSTK    ,BPCL      ,24-09-2020,460,CE      ,14,14,14,14,1800,1800,1,1,853200,25200,04-08-2020
OPTSTK    ,BPCL      ,24-09-2020,500,CE      ,9.35,10.35,7.15,8.85,54000,50400,28,28,25619220,419220,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3200,PE      ,6.1,8,6.1,8,5800,600,3,3,1924420,4420,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3500,PE      ,30,30,20.3,21.3,45200,40000,200,193,140942540,942540,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3550,CE      ,335.35,335.35,335.35,335.35,200,200,1,1,777070,67070,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3550,PE      ,34.15,34.15,30.45,30.45,600,1000,5,5,3582160,32160,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3600,CE      ,294.75,294.75,281.55,281.55,1400,400,2,2,1555260,115260,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3600,PE      ,51.5,51.5,37.25,39.65,18400,39600,198,184,144211340,1651340,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3650,PE      ,62.95,62.95,49.55,51,2400,3200,16,15,11852090,172090,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3700,CE      ,192.3,227.35,189.4,193,4000,3600,18,18,14059190,739190,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3700,PE      ,78,78,64,67.5,20800,24000,120,116,90448590,1648590,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3750,CE      ,188.1,188.1,181.8,181.8,2800,1000,5,5,3933530,183530,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3750,PE      ,94.35,94.35,80.95,81.25,6600,7000,35,35,26857360,607360,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3800,CE      ,135,162.1,132,138.35,30400,37800,189,186,149158020,5518020,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3800,PE      ,118.05,120.1,102,108.9,24000,26400,132,130,103188520,2868520,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3850,CE      ,107,137.55,107,115.4,22400,42600,213,208,169309150,5299150,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3850,PE      ,141.75,143.65,129.5,143.65,6400,2200,11,10,8765100,295100,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3900,CE      ,95,114.9,87.5,94.35,62400,105400,527,500,421956000,10896000,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3900,PE      ,165.6,168.9,158.25,163,3200,2600,13,13,10561790,421790,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3950,CE      ,71.85,92.55,71.85,77.95,10000,23800,119,114,96016420,2006420,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,3950,PE      ,192.2,192.2,192.2,192.2,400,400,2,1,1656880,76880,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,4000,CE      ,59.95,76.7,55.25,63.2,129800,176400,882,784,717699350,12099350,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,4050,CE      ,50.75,63,47.5,49.55,2400,7000,35,35,28737270,387270,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,4100,CE      ,36,51.55,36,40.4,26000,72800,364,327,301716400,3236400,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,4200,CE      ,23.05,35.6,23.05,25.55,93400,416600,2083,1741,1762699040,12979040,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,4300,CE      ,15,23,15,15.9,22000,32000,160,144,138183120,583120,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,4400,CE      ,13.6,17.5,9.5,10,4200,2400,12,10,10595240,35240,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,4500,CE      ,7.05,11.1,6.5,7.1,18400,28000,140,135,126231840,231840,04-08-2020
OPTSTK    ,BRITANNIA ,27-08-2020,4600,CE      ,6,7,6,6.5,800,600,3,3,2763900,3900,04-08-2020
OPTSTK    ,BRITANNIA ,24-09-2020,3500,CE      ,414.1,414.1,414.1,414.1,2000,2000,10,5,7828200,828200,04-08-2020
OPTSTK    ,BRITANNIA ,24-09-2020,3500,PE      ,75,75,65,65,1000,1600,8,5,5714000,114000,04-08-2020
OPTSTK    ,BRITANNIA ,24-09-2020,3600,CE      ,353.4,353.4,353.4,353.4,600,600,3,2,2372040,212040,04-08-2020
OPTSTK    ,BRITANNIA ,24-09-2020,3700,CE      ,289.95,295.25,272,273.1,2600,2600,13,8,10361880,741880,04-08-2020
OPTSTK    ,BRITANNIA ,24-09-2020,4100,CE      ,103,103,103,103,400,400,2,2,1681200,41200,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,300,CE      ,84.55,84.55,84.55,84.55,6600,2200,1,1,846010,186010,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,300,PE      ,0.45,0.7,0.4,0.4,336600,125400,57,39,37679510,59510,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,310,PE      ,0.8,1,0.7,0.7,66000,37400,17,15,11626890,32890,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,320,PE      ,1.5,1.6,1.05,1.15,83600,35200,16,16,11310860,46860,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,330,PE      ,1.9,2,1.5,1.55,132000,28600,13,12,9488710,50710,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,340,PE      ,3.6,3.95,2.25,2.35,217800,294800,134,121,101158750,926750,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,345,PE      ,4.15,4.7,3.25,3.25,24200,44000,20,16,15356110,176110,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,350,CE      ,54.7,58.9,51,58.5,28600,28600,13,13,11614130,1604130,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,350,PE      ,5,6,3.35,3.6,380600,541200,246,238,191827240,2407240,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,355,CE      ,48,48,48,48,26400,4400,2,1,1773200,211200,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,355,PE      ,6,6.4,4.3,4.5,22000,35200,16,15,12700710,204710,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,360,CE      ,45.4,50.65,40.1,49.45,79200,68200,31,31,27687550,3135550,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,360,PE      ,6.3,8.5,5.05,5.3,275000,444400,202,201,162904390,2920390,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,365,CE      ,39,39,39,39,22000,2200,1,1,888800,85800,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,365,PE      ,7.7,9.95,7,7,30800,22000,10,9,8220740,190740,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,370,CE      ,42,42.15,33.6,42.15,173800,41800,19,19,17018870,1552870,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,370,PE      ,9.5,11.8,7.3,7.6,444400,686400,312,292,260590990,6622990,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,375,CE      ,35.5,38.2,30.45,38.2,46200,17600,8,8,7197630,597630,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,375,PE      ,11.25,13.7,9,9.2,55000,85800,39,33,33107360,932360,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,380,CE      ,32.65,36.75,27.2,35.35,237600,191400,87,87,78897720,6165720,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,380,PE      ,14.05,16.05,10.4,10.85,288200,739200,336,315,290475240,9579240,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,385,CE      ,33,33.05,24.8,32.55,55000,52800,24,23,21779120,1451120,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,385,PE      ,15.55,18.55,12.3,12.7,44000,198000,90,87,79321220,3091220,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,390,CE      ,29.1,30.6,22.2,29.1,224400,510400,232,230,212321560,13265560,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,390,PE      ,18.65,21.1,14.3,14.7,167200,682000,310,292,277909940,11929940,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,395,CE      ,27,28.15,19.7,26.2,66000,187000,85,82,78285680,4420680,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,395,PE      ,19.55,24.4,16.7,17.1,33000,121000,55,53,50233370,2438370,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,400,CE      ,23.65,25.7,17.8,24.2,1146200,2659800,1209,1152,1122766370,58846370,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,400,PE      ,24.1,26.7,18.6,19.35,292600,789800,359,347,333423310,17503310,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,405,CE      ,21.65,23.45,16,21.9,255200,855800,389,383,364057100,17458100,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,405,PE      ,24.85,29.6,20.4,22.05,37400,103400,47,44,44456170,2579170,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,410,CE      ,14.45,21.35,14.4,19.8,411400,1386000,630,596,593112520,24852520,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,410,PE      ,26.25,32.6,24.2,25.25,46200,132000,60,53,57744610,3624610,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,415,CE      ,18.7,19,13,17.85,66000,178200,81,71,76662520,2709520,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,415,PE      ,31.35,31.35,27.65,27.7,2200,11000,5,5,4885430,320430,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,420,CE      ,15.95,17.55,11.7,16,598400,1786400,812,769,776329290,26041290,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,420,PE      ,36.7,36.7,30.8,30.95,17600,30800,14,14,13909280,973280,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,425,CE      ,15.5,15.5,11,14.3,41800,70400,32,31,30827610,907610,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,430,CE      ,13.5,14.3,9.25,12.65,640200,1192400,542,526,526607180,13875180,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,430,PE      ,41.9,41.9,41.9,41.9,4400,4400,2,1,2076360,184360,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,435,CE      ,11.95,11.95,8.3,11.25,224400,193600,88,86,86135830,1919830,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,440,CE      ,11,11.8,7.6,10.3,112200,429000,195,190,192712300,3952300,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,440,PE      ,51,51,50.75,50.75,4400,4400,2,2,2159850,223850,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,445,CE      ,9.3,9.3,7.8,7.8,4400,11000,5,5,4989490,94490,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,450,CE      ,8.5,9.65,5.7,8.3,336600,1051600,478,464,481190710,7970710,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,450,PE      ,59,59,58.05,58.05,0,4400,2,2,2237510,257510,04-08-2020
OPTSTK    ,CADILAHC  ,27-08-2020,455,CE      ,8.2,8.25,5.7,7.55,35200,57200,26,24,26420790,394790,04-08-2020
OPTSTK    ,CADILAHC  ,24-09-2020,410,CE      ,2,2,2,2,2200,2200,1,1,906400,4400,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,47.5,PE      ,0.05,0.05,0.05,0.05,5000,5000,1,1,237750,250,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,80,PE      ,0.3,0.4,0.2,0.25,1195000,130000,26,25,10436250,36250,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,85,PE      ,0.9,0.9,0.5,0.55,295000,40000,8,8,3427750,27750,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,90,CE      ,14.4,16.4,14.4,16.2,40000,50000,10,10,5259500,759500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,90,PE      ,1.8,1.85,1.15,1.2,765000,455000,91,80,41611500,661500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,92.5,PE      ,2.45,2.5,1.6,1.7,45000,95000,19,18,8983750,196250,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,95,CE      ,10.6,10.7,10.6,10.7,55000,15000,3,3,1584500,159500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,95,PE      ,3.2,3.25,2.15,2.25,365000,515000,103,79,50233500,1308500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,97.5,CE      ,8.85,10.25,8.85,10.25,65000,35000,7,5,3730000,317500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,97.5,PE      ,3.65,3.7,2.85,2.9,100000,115000,23,22,11588750,376250,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,100,CE      ,6.9,8.8,6.6,8.5,650000,1085000,217,205,117078250,8578250,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,100,PE      ,5.25,5.6,3.6,3.85,325000,1250000,250,215,130393000,5393000,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,102.5,CE      ,5.8,7.3,5.8,6.95,80000,230000,46,44,25093500,1518500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,102.5,PE      ,6.6,6.6,4.65,4.8,100000,130000,26,24,14026750,701750,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,105,CE      ,5.1,6.1,4.55,5.8,530000,3685000,737,620,406587250,19662250,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,105,PE      ,7.7,7.9,6,6.1,120000,225000,45,39,25139000,1514000,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,107.5,CE      ,4.1,5,3.8,4.9,90000,190000,38,38,21265500,840500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,107.5,PE      ,8.4,8.4,8.4,8.4,30000,30000,6,3,3477000,252000,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,110,CE      ,3.5,4.1,3,3.9,1370000,2690000,538,519,305914000,10014000,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,110,PE      ,10,10.15,8.85,9.25,135000,95000,19,14,11385750,935750,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,112.5,CE      ,2.65,3.2,2.5,3.05,70000,185000,37,36,21350250,537750,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,115,CE      ,2.3,2.6,2,2.45,530000,635000,127,124,74499500,1474500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,117.5,CE      ,1.75,2,1.75,2,40000,35000,7,7,4180500,68000,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,120,CE      ,1.35,1.65,1.3,1.6,630000,535000,107,102,65009500,809500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,125,CE      ,0.75,0.95,0.75,0.95,350000,105000,21,19,13215500,90500,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,130,CE      ,0.7,0.7,0.45,0.5,765000,510000,102,75,66562000,262000,04-08-2020
OPTSTK    ,CANBK     ,27-08-2020,132.5,CE      ,0.45,0.45,0.45,0.45,80000,5000,1,1,664750,2250,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,260,PE      ,3.45,3.45,3.2,3.4,43400,9800,7,7,2581180,33180,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,270,PE      ,5.85,5.85,4.7,5.4,30800,18200,13,12,5007170,93170,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,280,CE      ,32,32,32,32,1400,1400,1,1,436800,44800,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,280,PE      ,7.45,8.15,7.05,8,19600,14000,10,6,4027520,107520,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,290,PE      ,10.95,11.4,10.1,11.3,60200,42000,30,26,12633530,453530,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,300,CE      ,19.6,19.6,18.5,18.5,63000,2800,2,2,893340,53340,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,300,PE      ,15.5,16.15,14.1,15.4,124600,19600,14,13,6173440,293440,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,310,CE      ,15.3,17.45,13.75,14.4,44800,133000,95,87,43368500,2138500,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,310,PE      ,19.5,19.75,19.5,19.75,14000,2800,2,2,922950,54950,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,320,CE      ,11.9,13.5,10.7,11.05,366800,267400,191,187,88847080,3279080,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,330,CE      ,9.3,10.25,7.9,8.25,56000,26600,19,19,9016140,238140,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,340,CE      ,6.5,7.55,5.8,5.85,30800,14000,10,10,4848760,88760,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,350,CE      ,5.45,5.45,4.3,4.35,72800,28000,20,19,9931320,131320,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,380,CE      ,2,2,2,2,9800,1400,1,1,534800,2800,04-08-2020
OPTSTK    ,CENTURYTEX,27-08-2020,400,CE      ,1,1,1,1,8400,1400,1,1,561400,1400,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,160,PE      ,1.6,1.6,1.15,1.35,145000,32500,13,13,5242125,42125,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,170,PE      ,3,3,2.45,2.65,107500,45000,18,11,7769750,119750,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,175,PE      ,3.4,3.5,3.4,3.5,77500,5000,2,2,892250,17250,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,180,CE      ,27.1,28.25,24.25,25.5,20000,10000,4,4,2062750,262750,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,180,PE      ,5.5,6,4.35,5.15,182500,105000,42,39,19426750,526750,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,185,PE      ,6.25,6.9,6.25,6.8,15000,10000,4,4,1915875,65875,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,190,CE      ,17.85,17.85,17.85,17.85,20000,2500,1,1,519625,44625,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,190,PE      ,7.8,9.9,7.25,8.55,127500,242500,97,96,48072750,1997750,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,195,CE      ,16.4,18.45,15.05,16.4,15000,30000,12,12,6357000,507000,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,195,PE      ,12.05,12.05,9.45,10.95,40000,22500,9,8,4643375,255875,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,200,CE      ,15.1,16.15,12.8,14.05,167500,362500,145,143,77784500,5284500,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,200,PE      ,13.2,14.75,11.45,13.35,227500,507500,203,194,108046375,6546375,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,205,CE      ,12.15,13.5,10.8,11.85,95000,90000,36,35,19563250,1113250,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,205,PE      ,17.7,17.7,14.5,14.5,37500,7500,3,3,1661750,124250,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,210,CE      ,11.4,11.75,9.25,9.9,257500,445000,178,167,98015500,4565500,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,210,PE      ,19.85,21,17.05,19.1,150000,35000,14,14,7999250,649250,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,215,CE      ,8.05,9.15,7.6,8.9,82500,30000,12,11,6712500,262500,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,215,PE      ,21.05,21.05,21,21,27500,5000,2,2,1180125,105125,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,220,CE      ,7.95,7.95,6.4,6.85,357500,397500,159,150,90272375,2822375,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,220,PE      ,28.2,28.2,23.95,23.95,100000,5000,2,2,1230375,130375,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,225,CE      ,6,6.45,4.7,5.2,105000,20000,8,8,4617000,117000,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,230,CE      ,5.15,5.3,4.3,4.35,332500,125000,50,50,29363875,613875,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,240,CE      ,3.6,3.6,2.9,2.95,227500,75000,30,28,18245500,245500,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,250,CE      ,2.6,2.6,1.85,1.95,285000,52500,21,21,13233625,108625,04-08-2020
OPTSTK    ,CHOLAFIN  ,27-08-2020,260,CE      ,1.45,1.45,1.15,1.2,180000,45000,18,14,11757750,57750,04-08-2020
OPTSTK    ,CHOLAFIN  ,24-09-2020,185,PE      ,14.05,14.05,14.05,14.05,5000,2500,1,1,497625,35125,04-08-2020
OPTSTK    ,CHOLAFIN  ,24-09-2020,215,CE      ,15.25,15.25,15.25,15.25,2500,2500,1,1,575625,38125,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,580,PE      ,2,2,1.6,1.6,7800,3900,3,3,2268760,6760,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,590,PE      ,3.25,3.25,2,2,55900,26000,20,15,15404740,64740,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,600,PE      ,3.45,4.5,2.85,3.05,243100,176800,136,129,106732145,652145,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,610,PE      ,3.6,5.05,3.35,3.4,24700,20800,16,16,12774580,86580,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,620,PE      ,5.95,7,4.2,4.35,170300,153400,118,105,95928300,820300,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,630,PE      ,6.6,9,5.6,5.8,96200,63700,49,47,40580865,449865,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,640,PE      ,8.85,11.2,7.25,7.35,101400,159900,123,109,103839775,1503775,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,650,CE      ,69.9,78,69.9,78,11700,3900,3,3,2828670,293670,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,650,PE      ,12.5,14.15,9.25,9.45,209300,231400,178,175,153066940,2656940,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,660,CE      ,63.6,67.05,63.6,67.05,27300,3900,3,3,2827240,253240,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,660,PE      ,13.35,17.1,11.55,11.8,123500,156000,120,120,105177735,2217735,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,670,CE      ,57.1,62.5,57.1,62.5,29900,7800,6,6,5691985,465985,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,670,PE      ,16.7,20.35,14.35,14.65,126100,170300,131,129,116991550,2890550,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,680,CE      ,55,56.9,49.5,56.5,45500,15600,12,12,11439610,831610,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,680,PE      ,23.2,24.55,17.6,18.1,156000,198900,153,151,139449830,4197830,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,690,CE      ,49.2,50.2,44.1,49.45,40300,36400,28,28,26806000,1690000,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,690,PE      ,24.75,28.95,21.35,21.65,67600,156000,120,117,111562230,3922230,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,700,CE      ,42.5,47.25,38.35,43.65,405600,435500,335,313,323157965,18307965,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,700,PE      ,30.6,34,25.4,26.15,219700,452400,348,339,330000645,13320645,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,710,CE      ,37,40.65,33.8,38.55,178100,530400,408,355,395922540,19338540,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,710,PE      ,41.1,41.1,30,30.8,94900,326300,251,243,243074780,11401780,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,720,CE      ,35.8,37,29.75,34.1,564200,811200,624,615,611172965,27108965,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,720,PE      ,40.35,45.05,35.2,36.65,91000,234000,180,174,177846565,9366565,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,730,CE      ,28.75,32.7,26,29.65,382200,608400,468,453,461991660,17859660,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,730,PE      ,46.7,51.4,41,43.35,39000,105300,81,80,81755895,4886895,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,740,CE      ,26,28.75,22.8,26.25,292500,414700,319,302,317627115,10749115,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,740,PE      ,51.75,57.9,47.95,48.25,39000,26000,20,20,20606820,1366820,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,750,CE      ,23.45,25.25,19.8,23,692900,514800,396,384,397700875,11600875,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,750,PE      ,61.25,61.25,61.25,61.25,6500,1300,1,1,1054625,79625,04-08-2020
OPTSTK    ,CIPLA     ,27-08-2020,760,CE      ,22.05,22.05,17.45,19.95,257400,178100,137,134,138830510,3474510,04-08-2020
